id_show,Generos
12994.0,Family
12994.0,Kids
12994.0,Soap
104690.0,Drama
99962.0,Drama
99962.0,Mystery
99962.0,Crime
99962.0,Comedy
61849.0,Comedy
103962.0,Animation
103962.0,Comedy
114187.0,Crime
210268.0,Drama
210268.0,Mystery
93463.0,Drama
71961.0,Comedy
71961.0,Action & Adventure
71961.0,Animation
71961.0,Sci-Fi & Fantasy
71961.0,Kids
71961.0,Family
1510.0,Drama
1510.0,Comedy
46302.0,Animation
46302.0,Comedy
46302.0,Sci-Fi & Fantasy
46302.0,Action & Adventure
135184.0,Documentary
81166.0,Family
81166.0,Drama
155795.0,Drama
65016.0,Animation
65016.0,Comedy
65016.0,Sci-Fi & Fantasy
95279.0,Drama
73449.0,Comedy
73449.0,Drama
67584.0,News
44440.0,Animation
152336.0,Documentary
152336.0,Crime
5402.0,Kids
5402.0,Documentary
5402.0,Animation
5402.0,Family
68415.0,Animation
68415.0,Comedy
68415.0,Sci-Fi & Fantasy
112470.0,Soap
156029.0,Drama
70528.0,Sci-Fi & Fantasy
70528.0,Drama
1797.0,Comedy
1797.0,Action & Adventure
1797.0,Family
94517.0,Sci-Fi & Fantasy
94517.0,Mystery
40187.0,Action & Adventure
40187.0,Sci-Fi & Fantasy
102831.0,Documentary
67570.0,Comedy
67570.0,Drama
67804.0,Comedy
72487.0,Drama
78798.0,Comedy
78798.0,Mystery
89611.0,Comedy
87107.0,Comedy
72610.0,Comedy
905.0,Comedy
4628.0,Comedy
4628.0,Drama
5921.0,Animation
5921.0,Comedy
44314.0,Animation
44314.0,Sci-Fi & Fantasy
44314.0,Action & Adventure
2394.0,Documentary
61582.0,sin informacion
3478.0,Kids
3478.0,Animation
3478.0,Sci-Fi & Fantasy
3478.0,Action & Adventure
1711.0,Reality
77493.0,Comedy
77493.0,Drama
77493.0,Mystery
68388.0,Action & Adventure
68388.0,Drama
40015.0,Drama
119466.0,Drama
60989.0,Reality
97782.0,Animation
97782.0,Comedy
97782.0,Action & Adventure
97782.0,Sci-Fi & Fantasy
72734.0,Crime
72734.0,Comedy
72734.0,Drama
63014.0,Documentary
63014.0,Reality
68256.0,Action & Adventure
68256.0,Animation
68256.0,Sci-Fi & Fantasy
64436.0,Crime
64436.0,Drama
220932.0,Crime
220932.0,Drama
72328.0,Drama
72328.0,Comedy
72328.0,Action & Adventure
72328.0,Mystery
72328.0,Sci-Fi & Fantasy
139130.0,Animation
139130.0,Comedy
70672.0,Reality
70672.0,Comedy
201019.0,Sci-Fi & Fantasy
201019.0,Action & Adventure
201019.0,Drama
201019.0,Comedy
43418.0,Animation
43418.0,Drama
43418.0,Action & Adventure
1346.0,Animation
1346.0,Sci-Fi & Fantasy
1346.0,Comedy
1346.0,Family
122053.0,Drama
38852.0,Drama
19215.0,Documentary
204266.0,Animation
204266.0,Action & Adventure
204266.0,Sci-Fi & Fantasy
58557.0,Comedy
64232.0,Drama
86824.0,Drama
86824.0,Crime
86824.0,Mystery
86824.0,War & Politics
86401.0,Drama
86401.0,Comedy
219432.0,Comedy
219432.0,Action & Adventure
60818.0,Animation
60818.0,Comedy
60818.0,Sci-Fi & Fantasy
60818.0,Action & Adventure
97085.0,Crime
97085.0,Drama
82298.0,Drama
3850.0,Action & Adventure
3850.0,Animation
3850.0,Sci-Fi & Fantasy
2254.0,Soap
2254.0,Drama
139353.0,Comedy
139353.0,Drama
131992.0,Mystery
131992.0,Drama
131992.0,Sci-Fi & Fantasy
93286.0,Drama
93286.0,Crime
93286.0,Mystery
90961.0,Mystery
89614.0,Drama
13710.0,Drama
6326.0,Family
11183.0,Drama
43193.0,Drama
43193.0,Crime
2585.0,Crime
2585.0,Drama
6579.0,Drama
37702.0,Drama
37702.0,Comedy
122235.0,Drama
122235.0,Western
122369.0,Animation
122369.0,Action & Adventure
122369.0,Sci-Fi & Fantasy
4619.0,Action & Adventure
4619.0,Sci-Fi & Fantasy
4619.0,Drama
4619.0,Mystery
49340.0,Comedy
49340.0,Family
67709.0,Drama
67709.0,Comedy
70537.0,Crime
70537.0,Drama
95888.0,Mystery
95888.0,Comedy
95888.0,Crime
213288.0,Documentary
1088.0,Comedy
113452.0,Action & Adventure
99084.0,Animation
99084.0,Comedy
99084.0,Action & Adventure
99084.0,Sci-Fi & Fantasy
67506.0,Drama
210734.0,sin informacion
119039.0,Drama
9543.0,Animation
9543.0,Drama
9543.0,Mystery
9543.0,Sci-Fi & Fantasy
79347.0,Crime
79347.0,Mystery
79347.0,Drama
204276.0,Drama
204276.0,Mystery
2413.0,Comedy
70249.0,Documentary
76506.0,Reality
55270.0,Drama
55270.0,Crime
55270.0,Mystery
66109.0,Action & Adventure
66109.0,Animation
66109.0,Sci-Fi & Fantasy
30431.0,Animation
30431.0,Sci-Fi & Fantasy
4860.0,Crime
4860.0,Mystery
4860.0,Drama
204095.0,Soap
204095.0,Drama
84216.0,Reality
18797.0,Action & Adventure
18797.0,Drama
35138.0,Animation
35138.0,Comedy
135652.0,Drama
61894.0,Documentary
83039.0,Documentary
62202.0,Drama
62202.0,Crime
63508.0,Drama
39302.0,Comedy
39302.0,Drama
206910.0,Crime
206910.0,Drama
123271.0,Documentary
123271.0,Crime
1454.0,Drama
4438.0,Comedy
39366.0,Drama
18415.0,Drama
1837.0,Action & Adventure
1837.0,Drama
37779.0,Comedy
37779.0,Drama
37779.0,Sci-Fi & Fantasy
46014.0,Family
46014.0,Comedy
38723.0,Drama
38723.0,War & Politics
63635.0,Reality
204302.0,Documentary
204302.0,Crime
66077.0,Animation
66077.0,Comedy
4040.0,Drama
4040.0,Crime
89517.0,Drama
31677.0,Documentary
72289.0,Drama
32800.0,Drama
32800.0,Action & Adventure
32800.0,Crime
127549.0,Animation
127549.0,Comedy
63871.0,Comedy
44194.0,Mystery
44194.0,Drama
49929.0,Comedy
4946.0,sin informacion
133979.0,Mystery
133979.0,Drama
137952.0,Documentary
5248.0,Drama
5248.0,Mystery
7098.0,Drama
107202.0,sin informacion
14058.0,Documentary
61932.0,Comedy
61932.0,Drama
65439.0,Animation
3894.0,Action & Adventure
3894.0,Drama
1898.0,Sci-Fi & Fantasy
1898.0,Drama
91016.0,Action & Adventure
91016.0,Drama
32915.0,Comedy
32915.0,Family
12605.0,Drama
63330.0,Comedy
63330.0,Animation
76946.0,Documentary
218428.0,Drama
71018.0,Animation
71018.0,Action & Adventure
71018.0,Sci-Fi & Fantasy
71754.0,Drama
71754.0,Crime
43095.0,Crime
43095.0,Drama
70036.0,Animation
70036.0,Comedy
60929.0,Action & Adventure
60929.0,Drama
60929.0,Mystery
108285.0,Sci-Fi & Fantasy
108285.0,Mystery
108285.0,Comedy
108285.0,Drama
1849.0,Comedy
2152.0,Action & Adventure
2152.0,Comedy
2152.0,Kids
2152.0,Sci-Fi & Fantasy
1945.0,Drama
1945.0,Action & Adventure
46437.0,Action & Adventure
46437.0,Animation
46437.0,Drama
58704.0,Documentary
58704.0,Reality
10420.0,Comedy
2184.0,Comedy
2184.0,Drama
70292.0,Animation
70292.0,Mystery
111052.0,Documentary
50664.0,Drama
50664.0,Mystery
70883.0,Animation
70883.0,Comedy
70883.0,Drama
76126.0,Animation
76126.0,Crime
76126.0,Drama
126437.0,Animation
91405.0,Documentary
61815.0,Drama
61815.0,Comedy
44570.0,Comedy
44570.0,Drama
32736.0,Comedy
32736.0,Drama
139287.0,Animation
139287.0,Comedy
139287.0,Drama
9161.0,Animation
9161.0,Comedy
9161.0,Action & Adventure
9161.0,Sci-Fi & Fantasy
71727.0,Comedy
5325.0,Drama
45886.0,Comedy
11191.0,Animation
60937.0,Animation
60937.0,Sci-Fi & Fantasy
60937.0,Drama
10755.0,Comedy
10755.0,Family
909.0,Comedy
2491.0,Comedy
138455.0,Drama
65956.0,Animation
65956.0,Comedy
65956.0,Sci-Fi & Fantasy
125438.0,Family
125438.0,Animation
125438.0,Comedy
89416.0,Drama
89416.0,Mystery
68973.0,Comedy
68973.0,Family
115996.0,Documentary
115996.0,Action & Adventure
31389.0,Comedy
31389.0,Drama
195258.0,Documentary
108154.0,Documentary
203281.0,Drama
203281.0,War & Politics
83043.0,Animation
83043.0,Action & Adventure
2055.0,Animation
2055.0,Comedy
68133.0,Comedy
196285.0,Animation
196285.0,Comedy
196285.0,Sci-Fi & Fantasy
76330.0,Drama
76330.0,Comedy
41974.0,Comedy
41974.0,Animation
12258.0,Crime
12258.0,Mystery
12258.0,Documentary
203040.0,Animation
203040.0,Comedy
203040.0,Action & Adventure
5225.0,Drama
213635.0,Crime
213635.0,Drama
592.0,Kids
592.0,Animation
592.0,Sci-Fi & Fantasy
592.0,Action & Adventure
3317.0,Drama
214997.0,Drama
214997.0,Comedy
75680.0,Mystery
75680.0,Crime
138251.0,Drama
68250.0,Drama
157221.0,Action & Adventure
157221.0,Comedy
157221.0,Animation
157221.0,Family
8344.0,Drama
8344.0,Crime
8344.0,Mystery
2718.0,Animation
2718.0,Comedy
134667.0,Animation
134667.0,Comedy
134667.0,Sci-Fi & Fantasy
6015.0,Drama
6015.0,War & Politics
41132.0,Comedy
41132.0,Crime
45909.0,Comedy
156240.0,Crime
156240.0,Mystery
204774.0,Documentary
204774.0,Crime
64607.0,Documentary
211261.0,Drama
13941.0,Comedy
13941.0,Family
64793.0,Comedy
64793.0,Drama
99083.0,Animation
99083.0,Comedy
99083.0,Drama
4395.0,Drama
87919.0,Drama
41072.0,Drama
69189.0,Animation
69189.0,Comedy
37807.0,Animation
4015.0,Drama
155534.0,Drama
155534.0,Mystery
3425.0,Action & Adventure
3425.0,Sci-Fi & Fantasy
3425.0,Mystery
4971.0,Documentary
4971.0,Animation
222559.0,Mystery
222559.0,Crime
68435.0,Kids
68435.0,Action & Adventure
68435.0,Animation
68435.0,Family
205788.0,Action & Adventure
114841.0,Comedy
114841.0,Drama
120095.0,Action & Adventure
120095.0,Drama
55029.0,Drama
112159.0,Drama
112159.0,Crime
92885.0,Kids
73982.0,Crime
73982.0,Drama
73982.0,Mystery
87407.0,Drama
13712.0,Animation
13712.0,Family
13712.0,Kids
120142.0,Animation
120142.0,Action & Adventure
120142.0,Comedy
120142.0,Sci-Fi & Fantasy
67111.0,Action & Adventure
67111.0,Animation
67111.0,Comedy
67111.0,Sci-Fi & Fantasy
80537.0,Animation
80537.0,Drama
96305.0,Drama
110813.0,Documentary
110813.0,War & Politics
68888.0,Animation
68888.0,Action & Adventure
68888.0,Sci-Fi & Fantasy
75907.0,Comedy
75907.0,Sci-Fi & Fantasy
134174.0,Crime
134174.0,Drama
62284.0,Action & Adventure
62284.0,Crime
157059.0,Soap
157059.0,Action & Adventure
157059.0,Family
22366.0,Animation
71414.0,Crime
71414.0,Drama
81712.0,Comedy
115569.0,Documentary
62229.0,Sci-Fi & Fantasy
93288.0,Comedy
46829.0,Comedy
87387.0,Reality
100988.0,Animation
100988.0,Mystery
100988.0,Sci-Fi & Fantasy
46052.0,Drama
46052.0,Mystery
105848.0,Comedy
75383.0,Reality
20790.0,Crime
20790.0,Drama
139086.0,Crime
139086.0,Documentary
114413.0,Comedy
4695.0,Animation
4695.0,Action & Adventure
67387.0,Comedy
37565.0,Animation
37565.0,Drama
37565.0,Sci-Fi & Fantasy
207567.0,Animation
207567.0,Action & Adventure
207567.0,Sci-Fi & Fantasy
214162.0,Comedy
17385.0,Drama
17385.0,Comedy
10077.0,Animation
99248.0,Drama
3897.0,sin informacion
60941.0,Action & Adventure
60941.0,Comedy
60941.0,Crime
100425.0,Reality
100425.0,Action & Adventure
64291.0,Drama
64291.0,Crime
76463.0,Crime
76463.0,Drama
76463.0,Mystery
4529.0,Drama
4529.0,Action & Adventure
65134.0,Drama
65134.0,Crime
47320.0,Drama
76566.0,Crime
76566.0,Drama
76566.0,Mystery
83611.0,Mystery
83611.0,Crime
83611.0,Action & Adventure
96547.0,Animation
96547.0,Comedy
96547.0,Western
96547.0,Kids
34943.0,Drama
90720.0,Comedy
90720.0,Drama
130738.0,Drama
130738.0,Crime
5200.0,Kids
5200.0,Animation
5200.0,Comedy
232.0,Drama
232.0,Sci-Fi & Fantasy
2995.0,Comedy
75793.0,Animation
75793.0,Comedy
110818.0,Documentary
123381.0,Comedy
116761.0,Drama
21771.0,Drama
21771.0,History
58552.0,Comedy
70514.0,Drama
229153.0,Comedy
229153.0,Animation
61275.0,sin informacion
134364.0,Comedy
134364.0,Animation
67716.0,Drama
133355.0,Kids
133355.0,Action & Adventure
133355.0,Animation
30920.0,Comedy
30920.0,News
14951.0,Documentary
14951.0,Family
201285.0,Documentary
6279.0,Animation
6279.0,Action & Adventure
6279.0,Comedy
95284.0,Documentary
95284.0,Reality
64379.0,Crime
64379.0,Drama
130245.0,Reality
130245.0,Documentary
79991.0,Drama
70592.0,Animation
70592.0,Mystery
70592.0,Action & Adventure
70592.0,Sci-Fi & Fantasy
71702.0,Comedy
71702.0,Drama
69857.0,Drama
65646.0,Documentary
65646.0,History
101200.0,Comedy
60697.0,Animation
60697.0,Comedy
9922.0,Sci-Fi & Fantasy
9922.0,Drama
70566.0,Drama
70566.0,Crime
70566.0,Mystery
68848.0,Drama
81911.0,Documentary
100762.0,Drama
100762.0,Mystery
4568.0,Animation
4568.0,Comedy
4568.0,Family
4568.0,Kids
83235.0,Drama
83235.0,Soap
42553.0,Action & Adventure
42553.0,Family
42553.0,Sci-Fi & Fantasy
70596.0,Comedy
66641.0,Action & Adventure
66641.0,Documentary
84282.0,Comedy
44761.0,Family
44761.0,Drama
125443.0,Animation
66991.0,Animation
66991.0,Sci-Fi & Fantasy
61820.0,Comedy
61820.0,Documentary
3275.0,Western
996.0,Drama
996.0,Crime
996.0,Mystery
90706.0,Drama
13885.0,Animation
13885.0,Sci-Fi & Fantasy
13885.0,Action & Adventure
121695.0,Drama
2494.0,Comedy
104714.0,Comedy
35415.0,Animation
35415.0,Drama
35415.0,Comedy
207374.0,Comedy
207374.0,Drama
34510.0,Comedy
34510.0,Drama
52895.0,Animation
52895.0,Comedy
52895.0,Sci-Fi & Fantasy
70456.0,Documentary
70456.0,War & Politics
35483.0,Family
35483.0,Animation
35483.0,Comedy
65353.0,Drama
65353.0,Comedy
35942.0,Drama
35942.0,Crime
22254.0,Animation
22254.0,Action & Adventure
45613.0,Action & Adventure
45613.0,Sci-Fi & Fantasy
71795.0,Crime
71795.0,Drama
71795.0,Action & Adventure
68610.0,Crime
68610.0,Drama
68610.0,Action & Adventure
68610.0,Comedy
82695.0,Drama
82695.0,Crime
3921.0,Comedy
59617.0,Drama
59617.0,Crime
4382.0,Drama
4382.0,Comedy
61816.0,Drama
217945.0,Reality
127987.0,Comedy
127987.0,Sci-Fi & Fantasy
34052.0,Comedy
15775.0,Sci-Fi & Fantasy
15775.0,Action & Adventure
19889.0,Animation
19889.0,Comedy
19889.0,Kids
9777.0,Drama
9777.0,Comedy
13269.0,Drama
82183.0,Drama
82183.0,Crime
82183.0,Mystery
56629.0,Documentary
66737.0,Documentary
66737.0,Western
66737.0,Action & Adventure
66737.0,Crime
2637.0,Reality
156993.0,Drama
156993.0,Mystery
156993.0,Crime
156993.0,Comedy
201213.0,Action & Adventure
201213.0,Animation
11053.0,Action & Adventure
11053.0,Western
92150.0,Drama
92150.0,Crime
70344.0,Drama
70344.0,Mystery
99112.0,Drama
98888.0,Reality
98888.0,Drama
98888.0,Talk
98888.0,Comedy
36473.0,Comedy
79407.0,Comedy
79407.0,Crime
79407.0,Sci-Fi & Fantasy
62618.0,Reality
27398.0,Comedy
42887.0,Animation
42887.0,Comedy
96198.0,Action & Adventure
51425.0,Drama
13265.0,Animation
13265.0,Sci-Fi & Fantasy
78471.0,Animation
78471.0,Comedy
78471.0,Drama
62201.0,Animation
62201.0,Comedy
68569.0,Family
68569.0,Drama
124411.0,Drama
66774.0,Comedy
4190.0,Family
4190.0,Animation
4190.0,Comedy
10860.0,Drama
10860.0,Family
31537.0,Documentary
31537.0,Reality
31537.0,Drama
216445.0,Action & Adventure
216445.0,Drama
131875.0,Documentary
39261.0,Comedy
48000.0,Comedy
64084.0,Documentary
64084.0,Drama
64084.0,Talk
61541.0,Comedy
16386.0,Crime
16386.0,Drama
38952.0,Comedy
158051.0,Comedy
158051.0,Drama
81315.0,Drama
81315.0,Sci-Fi & Fantasy
61879.0,Comedy
61441.0,Comedy
61441.0,Animation
61441.0,Drama
57284.0,Comedy
72544.0,Comedy
4106.0,Drama
97948.0,Comedy
97948.0,Drama
65536.0,Drama
65536.0,War & Politics
115810.0,Soap
2544.0,Comedy
117162.0,Animation
117162.0,Kids
49297.0,Reality
2472.0,Reality
137206.0,Drama
129631.0,Drama
129631.0,Sci-Fi & Fantasy
82501.0,Mystery
82501.0,Drama
82501.0,Crime
62113.0,Reality
207311.0,Crime
61343.0,Comedy
210269.0,Drama
5343.0,Comedy
5343.0,Kids
76818.0,Drama
76818.0,Family
4170.0,Crime
4170.0,Drama
84464.0,Drama
84464.0,Comedy
84464.0,Mystery
869.0,Comedy
90768.0,Mystery
90768.0,Action & Adventure
76124.0,Animation
76124.0,Comedy
76124.0,Kids
61628.0,Animation
61628.0,Action & Adventure
61628.0,Sci-Fi & Fantasy
73552.0,Comedy
3811.0,Comedy
22824.0,Animation
4734.0,War & Politics
4734.0,Drama
207965.0,Animation
207965.0,Action & Adventure
207965.0,Sci-Fi & Fantasy
203780.0,Animation
203780.0,Comedy
203780.0,Action & Adventure
203780.0,Sci-Fi & Fantasy
95637.0,Documentary
95637.0,Crime
899.0,Animation
899.0,Comedy
899.0,Drama
4217.0,Comedy
4217.0,Kids
4217.0,Documentary
4531.0,Sci-Fi & Fantasy
4531.0,Drama
4531.0,Mystery
65650.0,Comedy
63576.0,Animation
63576.0,Drama
63576.0,Action & Adventure
63576.0,Sci-Fi & Fantasy
66437.0,Comedy
66437.0,Soap
216604.0,Crime
216604.0,Drama
10543.0,Comedy
10543.0,Drama
34163.0,Animation
34163.0,Comedy
34163.0,Sci-Fi & Fantasy
34163.0,Family
222314.0,Documentary
68375.0,Action & Adventure
68375.0,Comedy
70490.0,Documentary
75768.0,Drama
75768.0,Soap
75768.0,Action & Adventure
89672.0,Drama
15123.0,Comedy
137646.0,Documentary
13436.0,Drama
53296.0,Comedy
53296.0,Animation
157842.0,Animation
157842.0,Action & Adventure
157842.0,Sci-Fi & Fantasy
36005.0,Animation
36005.0,Drama
36005.0,Comedy
35426.0,Action & Adventure
35426.0,Drama
92586.0,Animation
92586.0,Action & Adventure
92586.0,Sci-Fi & Fantasy
92586.0,Drama
86823.0,Animation
86823.0,Drama
3394.0,Comedy
91056.0,Reality
64198.0,Kids
64198.0,Animation
64198.0,Family
37867.0,Animation
37867.0,Comedy
37867.0,Action & Adventure
139309.0,Drama
139309.0,Crime
91547.0,Animation
91547.0,Comedy
91547.0,Sci-Fi & Fantasy
68498.0,War & Politics
68498.0,Drama
105883.0,Drama
4787.0,Comedy
4787.0,Talk
194774.0,Animation
194774.0,Comedy
194774.0,Sci-Fi & Fantasy
95484.0,Drama
226807.0,Drama
226807.0,Mystery
93737.0,Drama
58951.0,Crime
58951.0,Drama
71427.0,Reality
127390.0,Soap
127390.0,Drama
68796.0,Comedy
68796.0,Crime
68796.0,Drama
81991.0,Drama
46705.0,Drama
46705.0,Crime
216005.0,Documentary
216005.0,Crime
20432.0,Animation
20432.0,Crime
67757.0,Reality
155513.0,Drama
155513.0,Comedy
3887.0,Comedy
72874.0,Comedy
45502.0,Animation
45502.0,Action & Adventure
45502.0,Sci-Fi & Fantasy
69820.0,Action & Adventure
69820.0,Animation
69820.0,Sci-Fi & Fantasy
84299.0,Drama
84299.0,Action & Adventure
3003.0,Animation
3003.0,Comedy
3003.0,Kids
39546.0,Drama
34579.0,Drama
34579.0,Crime
109456.0,Crime
109456.0,Drama
109456.0,Mystery
109456.0,Comedy
37548.0,Animation
37548.0,Comedy
37548.0,Drama
12748.0,Drama
93095.0,Documentary
38189.0,Drama
38189.0,Action & Adventure
68070.0,Animation
68070.0,Comedy
46798.0,Animation
46798.0,Comedy
46798.0,Action & Adventure
46798.0,Crime
201852.0,Drama
60782.0,Comedy
60782.0,Drama
105521.0,Drama
105521.0,Mystery
105521.0,Crime
77412.0,Comedy
77412.0,Family
354.0,Comedy
354.0,Sci-Fi & Fantasy
32722.0,Drama
32722.0,Comedy
89899.0,Documentary
204698.0,Comedy
68890.0,Crime
202.0,Comedy
62674.0,Reality
964.0,Sci-Fi & Fantasy
964.0,Family
964.0,Comedy
84163.0,Animation
84163.0,Mystery
84163.0,Drama
1455.0,Family
1455.0,Sci-Fi & Fantasy
65938.0,Drama
56401.0,Crime
56401.0,Drama
83149.0,Comedy
83149.0,Drama
72442.0,Animation
72442.0,Comedy
72442.0,Family
39892.0,Drama
39892.0,Family
80865.0,Talk
96049.0,Comedy
96049.0,Drama
9985.0,Comedy
9985.0,Family
137967.0,Drama
137967.0,Crime
207470.0,Comedy
87598.0,Animation
87598.0,Drama
135794.0,Comedy
79897.0,Drama
75140.0,Reality
75140.0,Documentary
125118.0,Action & Adventure
125118.0,Sci-Fi & Fantasy
122587.0,Animation
122587.0,Comedy
33862.0,Drama
10020.0,Action & Adventure
10020.0,Crime
10020.0,Drama
70337.0,Crime
70337.0,Drama
70337.0,Mystery
4275.0,Soap
4275.0,Drama
80459.0,Comedy
1850.0,Comedy
85547.0,Drama
85547.0,Crime
79323.0,Drama
79323.0,Action & Adventure
79323.0,Crime
79323.0,Sci-Fi & Fantasy
43755.0,Comedy
35579.0,Animation
35579.0,Drama
77278.0,Documentary
100379.0,Documentary
2999.0,Action & Adventure
110.0,Comedy
12516.0,Animation
12516.0,Comedy
31179.0,Western
31179.0,Action & Adventure
104022.0,Drama
96120.0,Animation
96120.0,Comedy
96120.0,Action & Adventure
196214.0,Comedy
196214.0,Drama
34152.0,Animation
34152.0,Mystery
34152.0,Drama
61462.0,Comedy
61462.0,Animation
2142.0,Action & Adventure
2142.0,Crime
2142.0,Comedy
2142.0,Drama
65681.0,Documentary
65681.0,War & Politics
47091.0,Drama
70378.0,Reality
79792.0,Reality
10370.0,Drama
116479.0,Drama
116479.0,Soap
76284.0,Drama
76284.0,Crime
77331.0,sin informacion
34381.0,Documentary
71871.0,Drama
66306.0,Sci-Fi & Fantasy
66306.0,Mystery
34142.0,Drama
34142.0,Comedy
62130.0,Drama
911.0,Reality
156866.0,Drama
79005.0,Comedy
79005.0,Drama
61944.0,Reality
204304.0,Documentary
68358.0,Drama
68358.0,War & Politics
43189.0,Drama
43189.0,Crime
66103.0,Animation
66103.0,Crime
66103.0,Drama
66103.0,Mystery
99478.0,Mystery
99478.0,Drama
99478.0,Action & Adventure
70445.0,Documentary
70445.0,Drama
2802.0,Drama
4451.0,Comedy
97428.0,Documentary
97428.0,Crime
95897.0,Animation
95897.0,Comedy
62057.0,Comedy
62057.0,Drama
127493.0,Comedy
127493.0,Drama
16033.0,Animation
16033.0,Kids
67082.0,Animation
67082.0,Action & Adventure
67082.0,Comedy
107692.0,Comedy
107692.0,Drama
43295.0,Animation
43295.0,Comedy
43295.0,Sci-Fi & Fantasy
5742.0,Drama
5742.0,Western
209663.0,Documentary
155547.0,Drama
99145.0,Drama
99145.0,Crime
78741.0,Documentary
18892.0,Documentary
135670.0,Comedy
135670.0,Drama
126824.0,Family
126824.0,Comedy
126824.0,Animation
431.0,Comedy
87356.0,Drama
60860.0,Documentary
57607.0,Comedy
194573.0,Comedy
194573.0,Family
81494.0,Drama
81494.0,Comedy
81494.0,Family
99896.0,Drama
99896.0,Sci-Fi & Fantasy
65312.0,Drama
47745.0,Family
47745.0,Action & Adventure
47745.0,Drama
47745.0,Crime
40110.0,Comedy
89642.0,Drama
89642.0,War & Politics
65835.0,Animation
65835.0,Drama
65835.0,Comedy
26324.0,Crime
26324.0,Action & Adventure
207493.0,Animation
207493.0,Comedy
207493.0,Action & Adventure
207493.0,Sci-Fi & Fantasy
59574.0,Soap
59574.0,Drama
65163.0,Drama
65163.0,Action & Adventure
110758.0,Drama
110758.0,Crime
65836.0,Comedy
65836.0,Drama
65836.0,Sci-Fi & Fantasy
114703.0,Drama
134967.0,Drama
86605.0,Drama
86605.0,Comedy
99815.0,Crime
99815.0,Drama
99815.0,Mystery
99815.0,Action & Adventure
774.0,Comedy
30411.0,sin informacion
61393.0,Crime
61393.0,Drama
132925.0,Drama
45927.0,Drama
45927.0,Crime
45927.0,Action & Adventure
45927.0,War & Politics
1181.0,Documentary
45270.0,Western
45270.0,Drama
82193.0,Talk
82193.0,Comedy
71496.0,War & Politics
71496.0,Drama
38112.0,Animation
38112.0,Action & Adventure
38112.0,Sci-Fi & Fantasy
38112.0,Comedy
65951.0,Mystery
65951.0,Animation
65951.0,Drama
1925.0,Comedy
31077.0,Drama
31077.0,Comedy
61831.0,War & Politics
61831.0,Drama
61831.0,Crime
71307.0,Animation
80670.0,Animation
80670.0,Sci-Fi & Fantasy
88570.0,Mystery
88570.0,Drama
90254.0,Mystery
90254.0,Drama
71713.0,Drama
119064.0,Drama
119064.0,Crime
219066.0,Comedy
219066.0,Crime
13674.0,Action & Adventure
13674.0,Animation
13674.0,War & Politics
13674.0,Drama
108353.0,Comedy
108353.0,Sci-Fi & Fantasy
92824.0,Comedy
92824.0,Family
71302.0,Crime
71302.0,Drama
106840.0,Drama
13678.0,Reality
73012.0,Reality
221869.0,Drama
66263.0,Drama
6353.0,Kids
6353.0,Family
6353.0,Animation
6550.0,Crime
6550.0,Drama
6550.0,Action & Adventure
31283.0,Reality
210939.0,Reality
10610.0,Animation
10610.0,Sci-Fi & Fantasy
10610.0,Action & Adventure
106674.0,Drama
106674.0,Action & Adventure
204554.0,Documentary
67106.0,Kids
67106.0,Family
67106.0,Animation
67106.0,Action & Adventure
53536.0,Drama
49071.0,Drama
49071.0,War & Politics
49071.0,Action & Adventure
60877.0,Action & Adventure
60877.0,Animation
60877.0,Comedy
60877.0,Sci-Fi & Fantasy
158258.0,Sci-Fi & Fantasy
158258.0,Action & Adventure
158258.0,Comedy
158258.0,Drama
68379.0,Animation
68379.0,Comedy
68379.0,Crime
68379.0,Drama
68379.0,Mystery
31783.0,Reality
31783.0,Comedy
2928.0,Mystery
2928.0,Action & Adventure
76318.0,Sci-Fi & Fantasy
76318.0,Action & Adventure
41322.0,Drama
106173.0,Documentary
106173.0,Comedy
106173.0,Family
6480.0,Reality
38854.0,Comedy
38854.0,Romance
127907.0,Documentary
196944.0,Animation
196944.0,Drama
196944.0,Sci-Fi & Fantasy
106513.0,Documentary
106513.0,Crime
112489.0,Comedy
6074.0,Comedy
6074.0,Drama
114162.0,Drama
77591.0,Documentary
77591.0,Crime
77591.0,Action & Adventure
6592.0,Action & Adventure
6592.0,Animation
6592.0,Comedy
6592.0,Sci-Fi & Fantasy
3288.0,Animation
3288.0,Comedy
3288.0,Kids
129057.0,Drama
85712.0,Documentary
85712.0,Crime
90046.0,Reality
210239.0,Drama
202886.0,Documentary
202886.0,Crime
225226.0,Comedy
40903.0,Family
40903.0,Comedy
72523.0,Animation
72523.0,Comedy
97535.0,Drama
121792.0,Animation
121792.0,Comedy
40190.0,Comedy
40190.0,War & Politics
62810.0,Comedy
1062.0,Comedy
1062.0,Western
2419.0,Comedy
6526.0,Drama
6526.0,Action & Adventure
6526.0,War & Politics
6526.0,Mystery
129902.0,Animation
129902.0,Comedy
119142.0,Documentary
119142.0,Crime
45527.0,Animation
45527.0,Drama
45527.0,Comedy
121567.0,Animation
121567.0,Comedy
211746.0,Drama
106449.0,Animation
106449.0,Sci-Fi & Fantasy
66372.0,Comedy
68171.0,Comedy
68171.0,Sci-Fi & Fantasy
46627.0,Documentary
57278.0,Drama
80462.0,Animation
80462.0,Comedy
62652.0,Crime
62652.0,Drama
62652.0,Mystery
117878.0,Drama
2255.0,Drama
